1,683
2,1075
3,3762
4,4135
5,5183
6,5575
7,8262
8,8635
9,9683
10,10075
11,12762
12,13135
13,14128
14,14503
15,14695
16,14875
17,15061
18,15246
19,15431
20,15614
21,15797
22,15980
23,16162
24,16343
25,16524
26,16707
27,16888
28,17069
29,17250
30,17431
31,17613
32,17793
33,17975
34,18156
35,18336
36,18518
37,18698
38,18880
39,19062
40,19244
41,19425
42,19607
43,19790
44,19972
45,20155
46,20337
47,20519
48,20703
49,20887
50,21071
51,21256
52,21443
53,21629
54,21819
55,22011
56,22203
57,22392
58,22583
59,22774
60,22964
61,23154
62,23343
63,23532
64,23722
65,23911
66,24100
67,24289
68,24479
69,24668
70,24860
71,25050
72,25240
73,25429
74,25619
75,25807
76,25995
77,26183
78,26371
79,26558
80,26745
81,26929
82,27115
83,27301
84,27485
85,27667
86,27851
87,28034
88,28217
89,28400
90,28581
91,28761
92,28942
93,29124
94,29306
95,29489
96,29671
97,29854
98,30038
99,30220
100,30402
101,30584
102,30766
103,30949
104,31132
105,31314
106,31497
107,31680
108,31861
109,32044
110,32228
111,32412
112,32596
113,32780
114,32962
115,33144
116,33327
117,33509
118,33692
119,33873
120,34054
121,34234
122,34414
123,34595
124,34774
125,34953
126,35131
127,35309
128,35488
129,35668
130,35849
131,36029
132,36209
133,36388
134,36568
135,36749
136,36929
137,37110
138,37291
139,37472
140,37652
141,37831
142,38010
143,38188
144,38366
145,38544
146,38725
147,38904
148,39085
149,39268
150,39450
151,39632
152,39815
153,39998
154,40179
155,40360
156,40539
157,40719
158,40898
159,41078
160,41258
161,41437
162,41616
163,41794
164,41971
165,42151
166,42330
167,42508
168,42687
169,42867
170,43048
171,43228
172,43410
173,43594
174,43780
175,43967
176,44151
177,44337
178,44524
179,44710
180,44898
181,45085
182,45272
183,45462
184,45653
185,45841
186,46030
187,46218
188,46404
189,46590
190,46778
191,46964
192,47149
193,47333
194,47518
195,47703
196,47886
197,48069
198,48253
199,48437
200,48620
201,48804
202,48987
203,49170
204,49354
205,49537
206,49721
207,49905
208,50089
209,50273
210,50457
211,50641
212,50824
213,51007
214,51190
215,51373
216,51555
217,51738
218,51920
219,52102
220,52284
221,52466
222,52648
223,52830
224,53011
225,53193
226,53374
227,53556
228,53739
229,53921
230,54104
231,54288
232,54473
233,54656
234,54839
235,55026
236,55213
237,55398
238,55583
239,55768
240,55952
241,56136
242,56320
243,56505
244,56690
245,56874
246,57059
247,57244
248,57429
249,57614
250,57799
251,57984
252,58169
253,58355
254,58541
255,58726
256,58911
257,59097
258,59283
259,59468
260,59653
261,59839
262,60027
263,60213
264,60398
265,60583
266,60769
267,60954
268,61141
269,61327
270,61513
271,61698
272,61883
273,62069
274,62254
275,62438
276,62623
277,62806
278,62990
279,63174
280,63359
281,63543
282,63728
283,63912
284,64097
285,64282
286,64466
287,64651
288,64836
289,65020
290,65205
291,65389
292,65573
293,65758
294,65942
295,66126
296,66310
297,66493
298,66677
299,66860
300,67043
301,67226
302,67409
303,67593
304,67776
305,67959
306,68143
307,68327
308,68512
309,68698
310,68883
311,69068
312,69254
313,69444
314,69632
315,69818
316,70004
317,70191
318,70379
319,70567
320,70756
321,70944
322,71130
323,71317
324,71504
325,71691
326,71877
327,72063
328,72248
329,72432
330,72617
331,72801
332,72985
333,73169
334,73351
335,73534
336,73717
337,73899
338,74080
339,74262
340,74443
341,74624
342,74805
343,74987
344,75167
345,75349
346,75529
347,75710
348,75891
349,76073
350,76255
351,76437
352,76619
353,76802
354,76985
355,77167
356,77349
357,77533
358,77715
359,77898
360,78080
361,78263
362,78445
363,78628
364,78811
365,78993
366,79175
367,79358
368,79541
369,79724
370,79907
371,80090
372,80275
373,80459
374,80644
375,80828
376,81015
377,81200
378,81388
379,81574
380,81760
381,81947
382,82133
383,82320
384,82505
385,82691
386,82879
387,83064
388,83250
389,83437
390,83624
391,83809
392,83995
393,84180
394,84365
395,84551
396,84736
397,84920
398,85107
399,85291
400,85476
401,85661
402,85848
403,86034
404,86222
405,86411
406,86600
407,86787
408,86976
409,87164
410,87353
411,87540
412,87728
413,87918
414,88112
415,88301
416,88490
417,88679
418,88867
419,89060
420,89249
421,89438
422,89627
423,89816
424,90004
425,90193
426,90380
427,90566
428,90751
429,90937
430,91121
431,91304
432,91488
433,91671
434,91853
435,92035
436,92217
437,92399
438,92581
439,92763
440,92946
441,93127
442,93309
443,93491
444,93673
445,93855
446,94036
447,94218
448,94399
449,94581
450,94763
451,94947
452,95130
453,95315
454,95501
455,95688
456,95873
457,96059
458,96250
459,96440
460,96628
461,96817
462,97006
463,97193
464,97382
465,97570
466,97756
467,97944
468,98132
469,98324
470,98512
471,98700
472,98888
473,99076
474,99265
475,99454
476,99641
477,99831
478,100021
479,100210
480,100399
481,100587
482,100774
483,100962
484,101151
485,101338
486,101527
487,101714
488,101902
489,102093
490,102281
491,102470
492,102661
493,102851
494,103040
495,103229
496,103418
497,103606
498,103794
499,103981
500,104168
501,104355
502,104542
503,104728
504,104914
505,105100
506,105285
507,105470
508,105656
509,105841
510,106026
511,106211
512,106396
513,106580
514,106765
515,106949
516,107133
517,107317
518,107501
519,107685
520,107869
521,108052
522,108237
523,108421
524,108605
525,108790
526,108975
527,109161
528,109346
529,109531
530,109716
531,109901
532,110086
533,110272
534,110456
535,110642
536,110837
537,111029
538,111219
539,111407
540,111595
541,111783
542,111971
543,112158
544,112344
545,112530
546,112716
547,112901
548,113087
549,113271
550,113457
551,113643
552,113828
553,114014
554,114201
555,114388
556,114574
557,114761
558,114949
559,115135
560,115322
561,115511
562,115698
563,115888
564,116075
565,116263
566,116450
567,116638
568,116826
569,117014
570,117201
571,117388
572,117576
573,117764
574,117951
575,118139
576,118327
577,118514
578,118702
579,118889
580,119076
581,119263
582,119449
583,119637
584,119824
585,120011
586,120198
587,120385
588,120572
589,120760
590,120948
591,121135
592,121321
593,121509
594,121698
595,121886
596,122073
597,122260
598,122448
599,122636
600,122825
601,123014
602,123203
603,123393
604,123581
605,123770
606,123959
607,124147
608,124335
609,124524
610,124712
611,124899
612,125086
613,125273
614,125459
615,125645
616,125830
617,126015
618,126201
619,126387
620,126573
621,126759
622,126948
623,127137
624,127330
625,127523
626,127713
627,127905
628,128095
629,128287
630,128476
631,128665
632,128855
633,129044
634,129233
635,129420
636,129608
637,129795
638,129983
639,130169
640,130355
641,130540
642,130726
643,130912
644,131100
645,131286
646,131474
647,131664
648,131854
649,132047
650,132237
651,132429
652,132621
653,132811
654,133001
655,133189
656,133378
657,133566
658,133755
659,133942
660,134129
661,134318
662,134507
663,134696
664,134884
665,135075
666,135264
667,135454
668,135643
669,135832
670,136022
671,136211
672,136401
673,136591
674,136780
675,136969
676,137158
677,137346
678,137533
679,137719
680,137906
681,138095
682,138281
683,138467
684,138653
685,138839
686,139028
687,139214
688,139399
689,139587
690,139776
691,139967
692,140157
693,140347
694,140538
695,140726
696,140914
697,141102
698,141290
699,141478
700,141666
701,141853
702,142040
703,142228
704,142416
705,142602
706,142789
707,142977
708,143165
709,143350
710,143537
711,143722
712,143908
713,144093
714,144277
715,144463
716,144649
717,144833
718,145018
719,145204
720,145391
721,145576
722,145760
723,145945
724,146129
725,146313
726,146497
727,146680
728,146862
729,147045
730,147228
731,147415
732,147599
733,147782
734,147964
735,148146
736,148329
737,148511
738,148693
739,148875
740,149058
741,149240
742,149422
743,149602
744,149782
745,149963
746,150145
747,150327
748,150508
749,150689
750,150870
751,151052
752,151236
753,151419
754,151600
755,151782
756,151964
757,152145
758,152327
759,152511
760,152696
761,152885
762,153075
763,153263
764,153449
765,153635
766,153822
767,154010
768,154196
769,154382
770,154568
771,154754
772,154940
773,155127
774,155315
775,155504
776,155691
777,155881
778,156068
779,156257
780,156448
781,156635
782,156822
783,157009
784,157195
785,157383
786,157570
787,157759
788,157949
789,158137
790,158326
791,158514
792,158701
793,158888
794,159076
795,159263
796,159449
797,159635
798,159821
799,160006
800,160191
801,160377
802,160562
803,160745
804,160928
805,161111
806,161295
807,161482
808,161666
809,161850
810,162038
811,162228
812,162418
813,162604
814,162791
815,162978
816,163166
817,163356
818,163545
819,163735
820,163923
821,164111
822,164302
823,164492
824,164685
825,164879
826,165069
827,165262
828,165456
829,165652
830,165844
831,166037
832,166231
833,166425
834,166618
835,166808
836,166997
837,167186
838,167375
839,167563
840,167752
841,167939
842,168128
843,168316
844,168506
845,168695
846,168883
847,169073
848,169262
849,169454
850,169644
851,169841
852,170035
853,170234
854,170429
855,170629
856,170832
857,171033
858,171242
859,171443
860,171650
861,171854
862,172054
863,172254
864,172455
865,172651
866,172847
867,173042
868,173236
869,173431
870,173627
871,173821
872,174016
873,174211
874,174404
875,174598
876,174792
877,174984
878,175175
879,175368
880,175561
881,175756
882,175948
883,176138
884,176330
885,176525
886,176717
887,176912
888,177104
889,177296
890,177488
891,177680
892,177871
893,178064
894,178256
895,178447
896,178642
897,178834
898,179027
899,179219
900,179410
901,179602
902,179796
903,179989
904,180180
905,180372
906,180563
907,180761
908,180955
909,181147
910,181340
911,181537
912,181731
913,181926
914,182122
915,182317
916,182511
917,182706
918,182900
919,183093
920,183287
921,183478
922,183670
923,183863
924,184055
925,184246
926,184437
927,184630
928,184822
929,185015
930,185208
931,185400
932,185592
933,185782
934,185974
935,186168
936,186360
937,186554
938,186749
939,186944
940,187140
941,187335
942,187529
943,187723
944,187915
945,188109
946,188302
947,188495
948,188686
949,188877
950,189068
951,189259
952,189452
953,189646
954,189839
955,190030
956,190221
957,190414
958,190613
959,190811
960,191007
961,191203
962,191399
963,191598
964,191793
965,191989
966,192187
967,192383
968,192580
969,192779
970,192980
971,193177
972,193373
973,193568
974,193763
975,193957
976,194150
977,194344
978,194538
979,194733
980,194928
981,195121
982,195316
983,195509
984,195705
985,195900
986,196093
987,196286
988,196478
989,196671
990,196862
991,197054
992,197247
993,197440
994,197630
995,197821
996,198011
997,198201
998,198392
999,198582
1000,198773
1001,198961
1002,199151
1003,199340
1004,199529
1005,199718
1006,199907
1007,200095
1008,200283
1009,200471
1010,200659
1011,200846
1012,201034
1013,201220
1014,201408
1015,201595
1016,201785
1017,201973
1018,202162
1019,202352
1020,202542
1021,202733
1022,202925
1023,203117
1024,203309
1025,203501
1026,203694
1027,203894
1028,204091
1029,204286
1030,204480
1031,204673
1032,204865
1033,205059
1034,205252
1035,205445
1036,205636
1037,205826
1038,206016
1039,206205
1040,206395
1041,206583
1042,206772
1043,206960
1044,207150
1045,207340
1046,207532
1047,207722
1048,207917
1049,208109
1050,208302
1051,208494
1052,208685
1053,208875
1054,209065
1055,209255
1056,209444
1057,209632
1058,209821
1059,210010
1060,210199
1061,210390
1062,210580
1063,210769
1064,210959
1065,211150
1066,211339
1067,211528
1068,211717
1069,211907
1070,212096
1071,212285
1072,212475
1073,212664
1074,212852
1075,213040
1076,213229
1077,213416
1078,213603
1079,213790
1080,213976
1081,214162
1082,214349
1083,214537
1084,214732
1085,214924
1086,215118
1087,215310
1088,215505
1089,215698
1090,215896
1091,216092
1092,216286
1093,216480
1094,216672
1095,216863
1096,217054
1097,217244
1098,217433
1099,217622
1100,217810
1101,217997
1102,218184
1103,218371
1104,218557
1105,218743
1106,218929
1107,219116
1108,219302
1109,219488
1110,219674
1111,219861
1112,220048
1113,220236
1114,220423
1115,220612
1116,220800
1117,220991
1118,221179
1119,221367
1120,221555
1121,221743
1122,221932
1123,222120
1124,222308
1125,222495
1126,222682
1127,222870
1128,223059
1129,223250
1130,223438
1131,223627
1132,223815
1133,224004
1134,224191
1135,224378
1136,224567
1137,224754
1138,224941
1139,225129
1140,225318
1141,225508
1142,225697
1143,225889
1144,226081
1145,226271
1146,226462
1147,226653
1148,226842
1149,227031
1150,227224
1151,227415
1152,227607
1153,227795
1154,227984
1155,228174
1156,228363
1157,228557
1158,228748
1159,228938
1160,229130
1161,229320
1162,229511
1163,229703
1164,229893
1165,230084
1166,230274
1167,230465
1168,230655
1169,230845
1170,231035
1171,231225
1172,231415
1173,231608
1174,231798
1175,231989
1176,232180
1177,232370
1178,232560
1179,232750
1180,232939
1181,233131
1182,233322
1183,233511
1184,233701
1185,233891
1186,234080
1187,234271
1188,234460
1189,234649
1190,234837
1191,235027
1192,235215
1193,235404
1194,235596
1195,235786
1196,235975
1197,236167
1198,236357
1199,236548
1200,236741
1201,236931
1202,237124
1203,237315
1204,237509
1205,237700
1206,237892
1207,238084
1208,238277
1209,238472
1210,238665
1211,238856
1212,239048
1213,239240
1214,239433
1215,239624
1216,239815
1217,240008
1218,240200
1219,240395
1220,240587
1221,240779
1222,240972
1223,241164
1224,241357
1225,241549
1226,241744
1227,241936
1228,242129
1229,242321
1230,242514
1231,242706
1232,242901
1233,243095
1234,243287
1235,243479
1236,243673
1237,243866
1238,244059
1239,244252
1240,244445
1241,244640
1242,244833
1243,245026
1244,245219
1245,245412
1246,245609
1247,245802
1248,245994
1249,246187
1250,246379
1251,246572
1252,246763
1253,246957
1254,247149
1255,247341
1256,247536
1257,247730
1258,247925
1259,248118
1260,248313
1261,248506
1262,248701
1263,248894
1264,249088
1265,249281
1266,249472
1267,249663
1268,249853
1269,250043
1270,250232
1271,250421
1272,250611
1273,250800
1274,250989
1275,251178
1276,251368
1277,251558
1278,251749
1279,251938
1280,252127
1281,252317
1282,252507
1283,252699
1284,252891
1285,253081
1286,253273
1287,253466
1288,253659
1289,253852
1290,254043
1291,254236
1292,254432
1293,254625
1294,254817
1295,255008
1296,255199
1297,255390
1298,255581
1299,255771
1300,255962
1301,256159
1302,256351
1303,256543
1304,256734
1305,256928
1306,257119
1307,257311
1308,257502
1309,257694
1310,257884
1311,258073
1312,258263
1313,258451
1314,258639
1315,258826
1316,259013
1317,259201
1318,259389
1319,259577
1320,259766
1321,259956
1322,260145
1323,260334
1324,260525
1325,260716
1326,260905
1327,261095
1328,261286
1329,261477
1330,261667
1331,261856
1332,262045
1333,262233
1334,262420
1335,262607
1336,262793
1337,262979
1338,263164
1339,263347
1340,263532
1341,263716
1342,263900
1343,264084
1344,264269
1345,264454
1346,264638
1347,264824
1348,265010
1349,265196
1350,265381
1351,265566
1352,265938
1353,266123
1354,266308
1355,266493
1356,266677
1357,266862
1358,267047
1359,267233
1360,267419
1361,267607
1362,267797
1363,267987
1364,268175
1365,268365
1366,268556
1367,268751
1368,268944
1369,269138
1370,269329
1371,269520
1372,269712
1373,269903
1374,270094
